row,scene_id,phase,consensus_tier,n_distinct_tiers,n_methods,tier_mean_pn,tier_median_pn,tier_max_pn,tier_top3_mean_pn,tier_pca_pc1,tier_kmeans3,tier_kmeans5,tier_kmeans8,tier_gmm3,tier_ward3,tier_dbscan
227,scene78.gaming2,2,easy,3,11,medium,hard,medium,medium,easy,easy,easy,easy,easy,easy,degenerate
228,scene79.gaming2,0,easy,2,11,medium,medium,easy,easy,easy,easy,easy,easy,easy,easy,degenerate
229,scene79.gaming2,1,easy,3,11,medium,medium,hard,hard,easy,easy,easy,easy,easy,easy,degenerate
230,scene79.gaming2,2,easy,3,11,hard,hard,easy,medium,easy,easy,easy,easy,easy,easy,degenerate
231,scene8.ecsn.4f.sofa,0,medium,2,11,medium,medium,medium,easy,medium,medium,easy,easy,easy,easy,degenerate
232,scene8.ecsn.4f.sofa,1,easy,3,11,easy,easy,hard,easy,easy,easy,easy,medium,easy,easy,degenerate
233,scene8.ecsn.4f.sofa,2,easy,3,11,medium,medium,hard,hard,easy,easy,easy,medium,easy,easy,degenerate
234,scene80.gaming2,0,easy,3,11,hard,hard,medium,medium,medium,easy,easy,easy,easy,easy,degenerate
235,scene80.gaming2,1,easy,3,11,medium,easy,medium,hard,easy,easy,easy,easy,easy,easy,degenerate
236,scene80.gaming2,2,easy,3,11,hard,hard,medium,medium,easy,easy,easy,easy,easy,easy,degenerate
237,scene81.jsom.garden.pot,0,hard,3,11,hard,hard,medium,hard,hard,medium,hard,hard,medium,easy,degenerate
238,scene81.jsom.garden.pot,1,medium,3,11,hard,medium,medium,medium,hard,easy,easy,medium,medium,easy,degenerate
239,scene81.jsom.garden.pot,2,easy,3,11,hard,hard,easy,medium,medium,easy,easy,medium,easy,easy,degenerate
240,scene82.jsom.garden.pot,0,hard,3,11,hard,hard,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
241,scene82.jsom.garden.pot,1,medium,2,11,medium,medium,medium,hard,hard,hard,medium,medium,medium,hard,degenerate
242,scene82.jsom.garden.pot,2,easy,3,11,hard,hard,easy,easy,medium,easy,easy,medium,easy,easy,degenerate
243,scene83.jsom.garden.pot,0,hard,3,11,hard,hard,hard,hard,hard,medium,hard,hard,hard,easy,degenerate
244,scene83.jsom.garden.pot,1,hard,2,11,hard,hard,hard,hard,hard,hard,medium,medium,medium,hard,degenerate
245,scene83.jsom.garden.pot,2,medium,3,11,medium,hard,medium,medium,medium,easy,easy,medium,easy,easy,degenerate
246,scene84.jsom.garden.pot,0,hard,3,11,hard,hard,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
247,scene84.jsom.garden.pot,1,hard,3,11,hard,hard,hard,hard,hard,easy,easy,medium,medium,easy,degenerate
248,scene84.jsom.garden.pot,2,medium,3,11,medium,hard,medium,medium,medium,easy,easy,medium,easy,easy,degenerate
249,scene85.jsom.garden.pot,0,hard,3,11,hard,hard,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
250,scene85.jsom.garden.pot,1,hard,3,11,hard,hard,easy,medium,hard,hard,easy,medium,medium,easy,degenerate
251,scene85.jsom.garden.pot,2,easy,3,11,medium,hard,easy,medium,medium,easy,easy,medium,easy,easy,degenerate
252,scene86.jsom.atrium,0,hard,3,11,hard,hard,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
253,scene86.jsom.atrium,1,easy,2,11,medium,medium,easy,medium,easy,easy,easy,easy,easy,easy,degenerate
254,scene86.jsom.atrium,2,easy,1,11,easy,easy,easy,easy,easy,easy,easy,easy,easy,easy,degenerate
255,scene87.jsom.atrium,0,hard,2,11,hard,hard,hard,hard,hard,hard,medium,hard,medium,hard,degenerate
256,scene87.jsom.atrium,1,hard,2,11,hard,hard,hard,hard,hard,hard,medium,medium,medium,hard,degenerate
257,scene87.jsom.atrium,2,hard,2,11,hard,hard,hard,hard,hard,easy,easy,easy,easy,easy,degenerate
258,scene88.jsom.atrium,0,hard,3,11,hard,medium,medium,hard,hard,medium,hard,hard,hard,easy,degenerate
259,scene88.jsom.atrium,1,hard,2,11,hard,hard,hard,hard,hard,hard,medium,medium,medium,hard,degenerate
260,scene88.jsom.atrium,2,easy,3,11,hard,hard,easy,medium,medium,medium,easy,easy,easy,easy,degenerate
261,scene89.jsom.atrium,0,medium,3,11,medium,medium,medium,hard,hard,medium,hard,hard,medium,easy,degenerate
262,scene89.jsom.atrium,1,hard,3,11,hard,hard,medium,medium,hard,medium,hard,easy,medium,easy,degenerate
263,scene89.jsom.atrium,2,hard,3,11,hard,hard,medium,medium,hard,medium,easy,easy,medium,hard,degenerate
264,scene9.ecsn.4f.sofa,0,hard,3,11,hard,medium,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
265,scene9.ecsn.4f.sofa,1,medium,2,11,medium,medium,medium,hard,hard,hard,medium,medium,medium,hard,degenerate
266,scene9.ecsn.4f.sofa,2,medium,3,11,medium,medium,hard,medium,medium,easy,easy,medium,easy,easy,degenerate
267,scene90.jsom.atrium,0,hard,3,11,medium,medium,hard,hard,hard,medium,hard,hard,medium,easy,degenerate
268,scene90.jsom.atrium,1,easy,2,11,medium,medium,medium,easy,easy,easy,easy,easy,easy,easy,degenerate
269,scene90.jsom.atrium,2,easy,2,11,easy,medium,easy,medium,easy,easy,easy,easy,easy,easy,degenerate
270,scene91.gh.out,0,medium,3,11,hard,hard,medium,medium,hard,medium,hard,medium,medium,easy,degenerate
271,scene91.gh.out,1,easy,2,11,easy,easy,easy,easy,medium,easy,easy,easy,easy,easy,degenerate
272,scene91.gh.out,2,medium,3,11,medium,hard,medium,medium,medium,easy,easy,medium,medium,easy,degenerate
273,scene92.gh.out,0,easy,2,11,easy,medium,easy,easy,medium,easy,easy,medium,easy,easy,degenerate
274,scene92.gh.out,1,easy,1,11,easy,easy,easy,easy,easy,easy,easy,easy,easy,easy,degenerate
275,scene92.gh.out,2,easy,3,11,medium,hard,easy,medium,medium,easy,easy,medium,easy,easy,degenerate
276,scene93.gh.out,0,medium,3,11,medium,medium,easy,easy,hard,medium,hard,hard,medium,easy,degenerate
277,scene93.gh.out,1,easy,2,11,easy,easy,medium,medium,medium,easy,easy,easy,easy,easy,degenerate
278,scene93.gh.out,2,medium,2,11,medium,medium,easy,medium,medium,easy,easy,medium,easy,easy,degenerate
279,scene94.gh.out,0,easy,2,11,medium,medium,easy,easy,medium,easy,easy,medium,easy,easy,degenerate
280,scene94.gh.out,1,easy,1,11,easy,easy,easy,easy,easy,easy,easy,easy,easy,easy,degenerate
281,scene94.gh.out,2,easy,3,11,medium,hard,easy,easy,medium,easy,easy,medium,medium,easy,degenerate
282,scene95.gh.out,0,hard,3,11,hard,hard,medium,hard,hard,medium,hard,hard,medium,easy,degenerate
283,scene95.gh.out,1,easy,2,11,easy,easy,medium,easy,medium,easy,easy,easy,easy,easy,degenerate
284,scene95.gh.out,2,easy,3,11,medium,hard,easy,easy,medium,easy,easy,medium,easy,easy,degenerate
285,scene96.jsom.atrium,0,medium,3,11,medium,medium,hard,medium,hard,medium,hard,hard,medium,easy,degenerate
286,scene96.jsom.atrium,1,hard,3,11,hard,hard,easy,medium,hard,medium,hard,medium,medium,easy,degenerate
287,scene96.jsom.atrium,2,medium,2,11,medium,medium,medium,medium,medium,easy,easy,easy,easy,easy,degenerate
288,scene97.jsom.atrium,0,medium,3,11,medium,medium,medium,medium,hard,medium,hard,hard,medium,easy,degenerate
289,scene97.jsom.atrium,1,medium,2,11,medium,medium,hard,hard,hard,hard,medium,medium,medium,hard,degenerate
290,scene97.jsom.atrium,2,easy,3,11,medium,medium,medium,hard,medium,easy,easy,easy,easy,easy,degenerate
291,scene98.jsom.atrium,0,hard,3,11,medium,hard,hard,hard,hard,medium,medium,easy,hard,medium,degenerate
292,scene98.jsom.atrium,1,easy,2,11,easy,easy,easy,easy,medium,easy,easy,easy,easy,easy,degenerate
293,scene98.jsom.atrium,2,medium,2,11,medium,medium,medium,medium,medium,easy,easy,easy,easy,easy,degenerate
294,scene99.jsom.atrium,0,medium,3,11,medium,medium,medium,medium,hard,medium,hard,easy,easy,easy,degenerate
295,scene99.jsom.atrium,1,easy,2,11,easy,easy,easy,easy,medium,easy,easy,easy,easy,easy,degenerate
296,scene99.jsom.atrium,2,easy,2,11,easy,medium,medium,easy,medium,easy,easy,easy,easy,easy,degenerate
