scene_id,phase,local_mask_id,object_id,global_object_id,source_catalog_id,object_name,class_name,questionnaire_path,sos_path,sos_data_path,mask_source
scene019,phase0,3,towel.2,68,144.2,towel,towel,objects_meta/towel.2/questionnaire.json,objects/towel.2/,objects/towel.2/,scenes/scene019/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase0,4,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene019/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase0,5,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene019/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase0,6,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene019/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase0,7,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene019/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,1,fry_pan.1,21,49.1,fry_pan,fry_pan,objects_meta/fry_pan.1/questionnaire.json,objects/fry_pan.1/,objects/fry_pan.1/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,2,beanie.2,8,13.2,beanie,beanie,objects_meta/beanie.2/questionnaire.json,objects/beanie.2/,objects/beanie.2/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,3,towel.2,68,144.2,towel,towel,objects_meta/towel.2/questionnaire.json,objects/towel.2/,objects/towel.2/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,4,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,5,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,6,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase1,7,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene019/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,1,fry_pan.1,21,49.1,fry_pan,fry_pan,objects_meta/fry_pan.1/questionnaire.json,objects/fry_pan.1/,objects/fry_pan.1/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,2,beanie.2,8,13.2,beanie,beanie,objects_meta/beanie.2/questionnaire.json,objects/beanie.2/,objects/beanie.2/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,3,towel.2,68,144.2,towel,towel,objects_meta/towel.2/questionnaire.json,objects/towel.2/,objects/towel.2/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,4,pringles_can.2,50,103.2,pringles_can,pringles_can,objects_meta/pringles_can.2/questionnaire.json,objects/pringles_can.2/,objects/pringles_can.2/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,5,umbrella,69,147,umbrella,umbrella,objects_meta/umbrella/questionnaire.json,objects/umbrella/,objects/umbrella/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,6,shampoo_bottle,55,114,shampoo_bottle,shampoo_bottle,objects_meta/shampoo_bottle/questionnaire.json,objects/shampoo_bottle/,objects/shampoo_bottle/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene019,phase2,7,knife.1,37,77.1,knife,knife,objects_meta/knife.1/questionnaire.json,objects/knife.1/,objects/knife.1/,scenes/scene019/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,1,air_duster_can,1,1,air_duster_can,air_duster_can,objects_meta/air_duster_can/questionnaire.json,objects/air_duster_can/,objects/air_duster_can/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,2,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,4,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,5,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,6,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase0,7,jar,33,71,jar,jar,objects_meta/jar/questionnaire.json,objects/jar/,objects/jar/,scenes/scene020/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,1,air_duster_can,1,1,air_duster_can,air_duster_can,objects_meta/air_duster_can/questionnaire.json,objects/air_duster_can/,objects/air_duster_can/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,2,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,4,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,5,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,6,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase1,7,jar,33,71,jar,jar,objects_meta/jar/questionnaire.json,objects/jar/,objects/jar/,scenes/scene020/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,1,air_duster_can,1,1,air_duster_can,air_duster_can,objects_meta/air_duster_can/questionnaire.json,objects/air_duster_can/,objects/air_duster_can/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,2,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,3,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,4,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,5,spatula.2,60,124.2,spatula,spatula,objects_meta/spatula.2/questionnaire.json,objects/spatula.2/,objects/spatula.2/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,6,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,7,jar,33,71,jar,jar,objects_meta/jar/questionnaire.json,objects/jar/,objects/jar/,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,1,handy_pot,28,65,handy_pot,handy_pot,objects_meta/handy_pot/questionnaire.json,objects/handy_pot/,objects/handy_pot/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,2,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,3,doll.1,20,43.1,doll,doll,objects_meta/doll.1/questionnaire.json,objects/doll.1/,objects/doll.1/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,4,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,5,hammer.2,27,63.2,hammer,hammer,objects_meta/hammer.2/questionnaire.json,objects/hammer.2/,objects/hammer.2/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,6,banana,5,9,banana,banana,objects_meta/banana/questionnaire.json,objects/banana/,objects/banana/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,1,handy_pot,28,65,handy_pot,handy_pot,objects_meta/handy_pot/questionnaire.json,objects/handy_pot/,objects/handy_pot/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,2,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,3,doll.1,20,43.1,doll,doll,objects_meta/doll.1/questionnaire.json,objects/doll.1/,objects/doll.1/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,4,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,5,hammer.2,27,63.2,hammer,hammer,objects_meta/hammer.2/questionnaire.json,objects/hammer.2/,objects/hammer.2/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,6,banana,5,9,banana,banana,objects_meta/banana/questionnaire.json,objects/banana/,objects/banana/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,1,handy_pot,28,65,handy_pot,handy_pot,objects_meta/handy_pot/questionnaire.json,objects/handy_pot/,objects/handy_pot/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,2,basting_brush.1,7,11.1,basting_brush,basting_brush,objects_meta/basting_brush.1/questionnaire.json,objects/basting_brush.1/,objects/basting_brush.1/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,3,doll.1,20,43.1,doll,doll,objects_meta/doll.1/questionnaire.json,objects/doll.1/,objects/doll.1/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,4,cable,13,23,cable,cable,objects_meta/cable/questionnaire.json,objects/cable/,objects/cable/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,5,hammer.2,27,63.2,hammer,hammer,objects_meta/hammer.2/questionnaire.json,objects/hammer.2/,objects/hammer.2/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,6,banana,5,9,banana,banana,objects_meta/banana/questionnaire.json,objects/banana/,objects/banana/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,7,t-handle.2,63,133.2,t-handle,t-handle,objects_meta/t-handle.2/questionnaire.json,objects/t-handle.2/,objects/t-handle.2/,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,1,root_beer_bottle,53,109,root_beer_bottle,root_beer_bottle,objects_meta/root_beer_bottle/questionnaire.json,objects/root_beer_bottle/,objects/root_beer_bottle/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,2,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,3,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,4,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,7,pear,47,95,pear,pear,objects_meta/pear/questionnaire.json,objects/pear/,objects/pear/,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,1,root_beer_bottle,53,109,root_beer_bottle,root_beer_bottle,objects_meta/root_beer_bottle/questionnaire.json,objects/root_beer_bottle/,objects/root_beer_bottle/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,2,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,3,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,4,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,7,pear,47,95,pear,pear,objects_meta/pear/questionnaire.json,objects/pear/,objects/pear/,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,1,root_beer_bottle,53,109,root_beer_bottle,root_beer_bottle,objects_meta/root_beer_bottle/questionnaire.json,objects/root_beer_bottle/,objects/root_beer_bottle/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,2,shoe.1,56,117.1,shoe,shoe,objects_meta/shoe.1/questionnaire.json,objects/shoe.1/,objects/shoe.1/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,3,instant_noodle_packet,32,70,instant_noodle_packet,instant_noodle_packet,objects_meta/instant_noodle_packet/questionnaire.json,objects/instant_noodle_packet/,objects/instant_noodle_packet/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,4,glue_bottle.1,25,58.1,glue_bottle,glue_bottle,objects_meta/glue_bottle.1/questionnaire.json,objects/glue_bottle.1/,objects/glue_bottle.1/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,5,remote_controller,52,107,remote_controller,remote_controller,objects_meta/remote_controller/questionnaire.json,objects/remote_controller/,objects/remote_controller/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,6,candy_bar.1,14,25.1,candy_bar,candy_bar,objects_meta/candy_bar.1/questionnaire.json,objects/candy_bar.1/,objects/candy_bar.1/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,7,pear,47,95,pear,pear,objects_meta/pear/questionnaire.json,objects/pear/,objects/pear/,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,1,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,3,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,4,lion.2,39,82.2,lion,lion,objects_meta/lion.2/questionnaire.json,objects/lion.2/,objects/lion.2/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,5,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,6,milk_box.1,42,85.1,milk_box,milk_box,objects_meta/milk_box.1/questionnaire.json,objects/milk_box.1/,objects/milk_box.1/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,7,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,1,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,3,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,4,lion.2,39,82.2,lion,lion,objects_meta/lion.2/questionnaire.json,objects/lion.2/,objects/lion.2/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,5,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,6,milk_box.1,42,85.1,milk_box,milk_box,objects_meta/milk_box.1/questionnaire.json,objects/milk_box.1/,objects/milk_box.1/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,7,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,1,mouse.3,44,87.3,mouse,mouse,objects_meta/mouse.3/questionnaire.json,objects/mouse.3/,objects/mouse.3/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,2,coffee_can.1,17,37.1,coffee_can,coffee_can,objects_meta/coffee_can.1/questionnaire.json,objects/coffee_can.1/,objects/coffee_can.1/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,3,baking_tray.1,4,7.1,baking_tray,baking_tray,objects_meta/baking_tray.1/questionnaire.json,objects/baking_tray.1/,objects/baking_tray.1/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,4,lion.2,39,82.2,lion,lion,objects_meta/lion.2/questionnaire.json,objects/lion.2/,objects/lion.2/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,5,bowl.1,12,20.1,bowl,bowl,objects_meta/bowl.1/questionnaire.json,objects/bowl.1/,objects/bowl.1/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,6,milk_box.1,42,85.1,milk_box,milk_box,objects_meta/milk_box.1/questionnaire.json,objects/milk_box.1/,objects/milk_box.1/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,7,hairbrush,26,62,hair_brush,hair_brush,objects_meta/hairbrush/questionnaire.json,objects/hairbrush/,objects/hairbrush/,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,1,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,2,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,3,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,4,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,5,alarm_clock,2,3,alarm_clock,alarm_clock,objects_meta/alarm_clock/questionnaire.json,objects/alarm_clock/,objects/alarm_clock/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,6,sponge,61,125,sponge,sponge,objects_meta/sponge/questionnaire.json,objects/sponge/,objects/sponge/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,7,coffee_bottle,16,36,coffee_bottle,coffee_bottle,objects_meta/coffee_bottle/questionnaire.json,objects/coffee_bottle/,objects/coffee_bottle/,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,1,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,2,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,3,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,4,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,5,alarm_clock,2,3,alarm_clock,alarm_clock,objects_meta/alarm_clock/questionnaire.json,objects/alarm_clock/,objects/alarm_clock/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,6,sponge,61,125,sponge,sponge,objects_meta/sponge/questionnaire.json,objects/sponge/,objects/sponge/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,7,coffee_bottle,16,36,coffee_bottle,coffee_bottle,objects_meta/coffee_bottle/questionnaire.json,objects/coffee_bottle/,objects/coffee_bottle/,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,1,cracker_box,18,38,cracker_box,cracker_box,objects_meta/cracker_box/questionnaire.json,objects/cracker_box/,objects/cracker_box/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,2,bear.1,9,14.1,bear,bear,objects_meta/bear.1/questionnaire.json,objects/bear.1/,objects/bear.1/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,3,cleaning_brush,15,34,cleaning_brush,cleaning_brush,objects_meta/cleaning_brush/questionnaire.json,objects/cleaning_brush/,objects/cleaning_brush/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,4,cup.1,19,40.1,cup,cup,objects_meta/cup.1/questionnaire.json,objects/cup.1/,objects/cup.1/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,5,alarm_clock,2,3,alarm_clock,alarm_clock,objects_meta/alarm_clock/questionnaire.json,objects/alarm_clock/,objects/alarm_clock/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,6,sponge,61,125,sponge,sponge,objects_meta/sponge/questionnaire.json,objects/sponge/,objects/sponge/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,7,coffee_bottle,16,36,coffee_bottle,coffee_bottle,objects_meta/coffee_bottle/questionnaire.json,objects/coffee_bottle/,objects/coffee_bottle/,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,1,headphone,30,67,headphone,headphone,objects_meta/headphone/questionnaire.json,objects/headphone/,objects/headphone/,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
